Symbol,Day,Open,CloseDiff,SpreadOverLow,Volume,NextLow,TwoDayHigh,ThreeDayOpen
SWN,20081008,25,0.001200027,4.647178,1.39913E+07,23.36,22.71,22.26
SWN,20160311,7.37,0.0854817,6.491323,1.92996E+07,7.2,7.83,7.32
SXC,20120109,11.77,-0.003398548,4.42922,384900,11.34,11.9,11.76
SXC,20150325,16.8,-0.09285711,9.055777,4266900,14.7,15.08,15.05
SXI,20160825,89.18,-0.05999101,5.737583,174000,82.89,84.7,84.11
SYX,20061201,13.61,-0.0470242,5.209976,437500,12.32,13.08,12.9
SYX,20070320,19.26,-0.05970922,11.81106,5620200,17.2,18.8,18.77
SYX,20070510,16.85,0.006528113,6.29344,1373600,17,17.84,16.96
TDW,20160202,4.92,-0.09959354,6.922179,2270300,4.24,6.28,5.7
TDW,20160418,7.14,0.0896359,6.880748,1651500,7.86,8.72,8.42
TDW,20161209,3.48,0.07471264,8.212081,3046000,3.87,4.16,4.03
TDW,20170104,3.63,0.04132227,5.539205,1178000,3.64,3.76,3.54
TDW,20170413,0.9,-0.0111111,5.200245,952700,0.85,0.9,0.87
TEN,20080620,18.46,-0.08234012,7.403426,3874700,16.49,16.72,16.06
TEN,20081104,4.95,-0.04848481,9.117038,1591000,3.9,4.12,3.74
TEN,20160718,49.95,0.02222223,8.301842,606700,50.64,52.38,53.03
TEO,20061222,19.5,0.00820512,9.496805,109300,19.5,19.9,19.82
TEO,20080520,19.01,-0.01525518,5.748049,331300,18.36,19.03,19.15
TGI,20140129,63.31,0.08039805,6.618268,5260400,66.81,69.15,68.52
TGP,20081014,14.25,0.05614036,5.496807,220000,13.94,14.67,13.6
TGS,20101215,5.55,-0.02522529,6.978019,93600,5.4,5.54,5.22
TGS,20131122,2.18,0.05504582,6.787107,634400,2.2,2.48,2.5
TGS,20150217,3.35,0.02388065,5.759687,78100,3.36,3.49,3.48
THC,20140225,46.26,-0.05036745,5.503755,1.00763E+07,43.31,44.95,43.92
TK,20100415,24.03,0.07906781,6.458984,816200,25.44,26.07,25.87
TK,20140807,52.15,0.04084367,5.644253,587100,53.77,56.29,55
TK,20170223,10.1,0.03366328,10.967,6037000,9.87,10.27,9.73
TMO,20100222,49.4,-0.02631585,5.24481,1.91339E+07,47.76,49.58,48
TNH,20070119,38.4,-0.0247396,5.78922,99300,35.26,38,37.55
TNH,20070723,125,-0.07120001,7.745275,1028600,108.05,116.5,117.07
TNH,20080116,145.65,-0.02032263,5.280835,702400,120.45,137.4,115.5
TNH,20120510,222,-0.08378381,6.648483,273800,193.33,201.87,200.22
TNP,20070522,32,0.00390625,5.400125,644900,32.02,32.9,31.56
TOO,20070816,30.7,-0.03908797,5.124562,174900,28.37,29.35,28.35
TOO,20160114,3.8,0.04473686,5.554022,1219100,3.35,3.6,3.23
TOO,20170703,2.87,0.05226484,5.632217,937500,2.53,2.77,2.64
TPC,20060306,1.63,0.08588956,5.493066,281400,1.62,1.69,1.69
TPC,20060920,1.02,-0.02941174,9.34339,608000,0.99,1.1,1.06
TPC,20061017,1.2,-0.04166672,6.394506,903000,1.14,1.19,1.16
TPL,20110805,42.69,-0.0009369197,5.19236,36200,38.75,41.86,40.05
TPX,20070420,28.41,-0.05139032,5.852386,5437100,26.53,26.61,26.01
TPX,20080418,11.34,0.04938267,5.689209,5254600,11.39,11.7,11.6
TPX,20081114,7.07,-0.049505,6.480021,1035300,6.39,6.89,6.62
TPX,20110609,55.49,0.08506032,5.671944,2923800,58.04,60.17,58.65
TRU,20081002,3,-0.00333333,4.862312,6600,2.06,2.93,2.7
TRU,20091214,5.76,-0.09548614,5.905436,38900,5.01,5.46,5.31
TRU,20110224,3.6,-0.002777775,10.1253,85500,3.55,3.67,3.61
TRU,20111028,3.53,0.03116151,6.807454,45500,3.3,3.75,3.25
TRU,20120127,2.4,0.004166663,4.289867,24000,2.41,2.7,2.68
TRU,20120627,1.65,-0.09090908,9.262766,23300,1.51,1.72,1.69
TRU,20120910,1.65,-0.09696968,7.434906,77100,1.48,1.59,1.59
TRU,20121116,0.91,-0.05494507,7.724376,11900,0.75,0.83,0.8
TSN,20080718,16.4,-0.002438964,5.127395,3950400,15.99,16.42,16.35
TTI,20060808,29.71,-0.0003365305,3.295335,952700,29.38,29.5,29.11
TTI,20160229,5.38,-0.06319705,5.519702,2021000,5.01,5.73,5.69
TXT,20090205,6,0.01500003,8.116068,2.51957E+07,6.11,7.56,7.3
TY,20100506,12.38,-0.02907913,8.565945,329200,11.56,12.45,12.21
TYG,20110613,36.9,-0.04471549,14.23331,334100,35.4,35.94,36.45
UFI,20061026,2.83,-0.09187279,13.18062,474100,2.4,2.8,2.7
UFI,20061128,2.35,-0.08085099,10.76345,256500,2.12,2.24,2.18
UFI,20061227,2.16,0.07870363,8.058299,309100,2.21,2.53,2.45
UFI,20080506,2.95,0.006779654,9.624177,118600,2.81,2.86,2.83
UFI,20080527,2.94,-0.003401357,5.62126,173400,2.9,3.06,3
UFI,20081223,2.53,-0.06719371,10.56642,1317100,2.36,2.64,2.59
UFI,20090722,1.89,0.04761907,7.307624,390800,1.78,1.95,1.93
UIS,20081224,7.3,0.01369862,9.275256,7249200,6.8,8.2,7.8
UIS,20090507,15.2,-0.00657891,5.42964,5090500,14.3,14.9,14.4
UIS,20161219,15.1,0.08609267,5.705893,1149600,15.75,16.18,15.85
UMC,20090612,2.81,-0.05693945,5.661314,1.23344E+07,2.47,2.6,2.43
UNM,20081006,22.93,-0.04535547,8.117165,5950000,20.33,23.46,20
UNT,20160208,10.66,-0.09849908,5.998781,1696900,7.08,7.92,7.1
USB,20090311,12.14,0.02306423,5.252322,5.57268E+07,11.91,14.58,14.04
USPH,20100317,18.62,-0.06122456,6.105242,118200,17.18,18,17.86
UTI,20150518,8.79,0.03071677,5.082424,120500,8.86,9.18,8.76
UTI,20160502,3.98,-0.07286431,6.232295,71000,3.32,3.51,3.39
UTI,20160822,2.43,0.02057611,4.981853,36200,2.35,2.48,2.48
UTI,20170113,3.12,0.08012821,8.344986,112600,3.25,3.42,3.27
V,20130731,48.4375,-0.08640003,8.145557,2.25183E+07,43.32,46.0225,46
VCO,20100301,45.1,0.008869214,6.933302,33800,41.53,44,43.5
VHI,20090309,2.84,-0.08098593,6.342973,98300,2.59,2.75,2.6633
VHI,20101103,6.73,0.05546806,5.259884,24600,6.9333,7.24,7.16
VHI,20110329,8.0767,0.03507614,5.476524,49300,8.29,8.87,8.7933
VHI,20140611,6.38,-0.07053296,9.301611,191200,5.24,5.53,5.25
VHI,20150930,2.08,-0.09134613,7.949264,174500,1.88,2.12,2.1
VHI,20161108,2.1,0.09523812,8.88634,559300,2.1,2.49,2.44
VHI,20161118,2.73,-0.04029309,6.17483,218100,2.64,2.85,2.79
VRX,20140530,129.03,0.01689536,5.237645,1.16093E+07,128.91,133.92,131.15
VTA,20081209,6.9,-0.05507248,6.937616,234700,6.29,6.41,5.97
VTR,20081121,19.54,0.02456497,6.828826,6689300,18.57,23.75,21.81
VVI,20120227,20.91,0.01912959,8.851113,261000,20.4,20.64,19.64
VVI,20131028,27.06,-0.006651896,4.970732,113500,26.52,27.26,26.64
WAL,20081024,11.83,0.01859681,11.11258,164600,11.19,13.1,13
WBS,20081121,11.76,-0.005102077,5.520051,1091100,11.6,13.32,12.99
WBS,20090224,3.25,0.04615388,5.300838,1575100,3.1,4.98,3.99
WBS,20101015,18.24,-0.03124998,5.542056,1087500,17.63,18.15,17.58
WFT,20070110,18.975,-0.007378197,4.363166,6050300,18.545,19.215,19.05
WFT,20160728,5.71,0.00175127,5.489199,3.0155E+07,5.59,5.65,5.3
WFT,20161116,5.5,-0.04545455,5.609531,6.31145E+07,5.01,5.09,4.97
WG,20081211,8.9,-0.07078642,7.112037,1083900,7.85,8.97,8.61
WG,20150127,5.3,0.09433962,6.212732,555600,5.42,5.68,5.63
WG,20150324,2.97,0.07744108,6.382653,1263600,3.13,3.58,3.41
WG,20160126,1.98,0.0050505,4.642592,239800,1.87,2.1,1.98
WG,20170124,2.89,0.06574388,7.389069,305300,3.09,3.74,3.36
WG,20170525,2.55,-0.05098034,5.337083,116700,2.36,2.43,2.38
WGO,20080304,20.84,0.06621877,6.73141,465200,20.8,22.41,21.75
WGO,20090325,5.56,0.001798602,6.771406,309900,5.63,5.81,5.32
WGO,20170621,30.45,0.09852216,5.94494,3381900,32.8,34.85,34.55
WHR,20081028,47.9,-0.04238001,7.561452,8133200,41.79,45.93,45.85
WIT,20081031,4.842,-0.04089218,5.141472,1195000,4.65,5.118,5.178
WLK,20070503,15.17,0.02340142,5.331532,1421600,15.13,15.365,14.8
WLL,20160304,6.6,0.07424247,15.02276,7.56033E+07,7.28,8.08,7.36
WM,20070817,36.11,-0.003046264,4.245841,4523500,35.67,36.89,36.76
WMB,20081023,17.25,0.009275354,4.528502,1.28476E+07,15.26,17.53,16.72
WMB,20160310,17.25,-0.07884056,6.969513,3.61695E+07,15.92,16.77,16.14
WNC,20090403,1.47,0.047619,11.04608,626200,1.36,1.6,1.3
WNC,20100105,1.93,0.06735751,5.318666,417700,2.08,2.61,2.58
WNC,20100120,3.02,0.009933765,8.783659,740300,2.95,3.15,3.07
WNC,20110809,5.21,-0.009596965,5.916162,2839700,4.67,5.6,5.54
WOR,20070228,18.25,0.09095889,7.596246,2976200,19.02,19.3,18.3
WPP,20080805,8.77,0.01596344,5.928771,296000,8.66,8.75,8.61
WTI,20130416,12.62,-0.01980983,6.684899,1181400,11.38,11.81,11.59
WTI,20140807,13.6,0.08455879,5.670709,2149700,14.47,15.12,14.27
WTI,20161220,3.15,-0.03809528,10.89261,9910900,2.58,3.09,2.92
WTS,20150218,59.87,-0.07449473,8.777238,950400,54.47,55.76,55.4
WTW,20110805,66.21,-0.06811658,5.870807,5454800,56.59,58.85,57.33
WTW,20160308,14,0.02428572,5.765957,4798900,13.71,14.7,14.9
WWE,20060831,16,0.08000004,6.189921,789300,16.98,17.2,17
WWE,20140519,11.73,-0.06564361,6.770706,1.42324E+07,10.75,11.15,10.94
WWW,20160726,22.18,0.09693415,6.295921,2808500,24.34,24.7,24.46
XEC,20140507,136.97,-0.04124986,5.094259,3886900,127.27,129.06,129.44
XL,20080509,32.75,0.04610682,5.172493,3569600,33.8,34.86,34.28
XL,20080916,16.24,0.09174876,8.187273,1.26765E+07,16.04,18.15,21
XL,20081218,3.58,0.09776541,11.93805,2.46309E+07,3.71,3.93,3.57
XL,20090413,7.45,0.09127521,6.44662,9834300,7.24,7.65,7.6
XRM,20081010,85.6,-0.04205606,8.042679,279400,85,106,97.8
XRM,20081118,26.2,-0.03816794,9.97716,1173100,21,25.2,20.8
XRM,20081208,17.2,-0.03488374,13.35559,333900,16,18.4,17.2
XRM,20091119,10,0.03999996,5.55964,360400,11,17,13.4
XRM,20100104,16.2,0.04938267,7.139723,60500,15.6,16.2,16.2
XRM,20100316,16.2,0.04938267,10.94868,302100,16.6,17.2,15.8
XRM,20100426,23.8,0.0336135,5.799042,517600,23.6,26.2,26.6
XRM,20110809,12.73,0.0180676,5.128539,124800,12.4,13.22,12.92
XRM,20130411,7.74,0.007751992,13.52538,591200,7.83,8.4,8
XRM,20140103,16.27,0.08297482,6.055336,94400,16.98,17.47,17.12
Y,20081117,230,-0.006521739,4.598341,62500,217.88,234.22,207
YPF,20101223,46.02,0.09387222,7.127507,80600,48.7,49.6,49.9
YPF,20120321,30.02,-0.009993375,5.395478,4397500,28.01,28.86,29.02
YPF,20120530,14.25,-0.0877193,5.746358,405700,12.6,13,12.77
YPF,20130514,13.08,-0.06269111,5.299982,904500,12.2,14.34,13.35
SAB,20120828,7.99,0.008761032,10.94202,4100,7.35,7.96,8.25
SAB,20120830,7.96,-0.06658294,7.126707,1400,8.22,7.88,8.17
SAB,20121123,3.76,-0.07712765,6.042441,15700,2.95,4.2,4.2
TCI,20110728,1.7,0.09411763,6.280551,117000,1.82,2.95,2.88
TCI,20121024,5.04,-0.047619,5.82922,8800,4.65,4.7,4.55
TCI,20130530,7.4,-0.04054056,5.236794,8700,7,7.06,7.14
TCI,20130708,9,-0.06888887,5.615335,6200,8.25,8.71,8.13
TCI,20140102,9.53,-0.05351514,9.642038,23600,8.8,9.1,9.15
TCI,20170208,17.5,0.0971429,11.66926,5500,18.26,19.99,19.5
WHG,20070130,23.59,0.04451035,6.241507,16800,24.4,25.75,24.5
CCS,20140618,23,-0.07608695,9.122571,4241800,21.03,21.41,21
CCS,20140703,22.65,0.01501104,6.557642,63300,22.25,22.52,22.02
CMG,20060316,52,0.05865383,6.191679,1697700,53.42,53.86,50.26
MSCI,20080110,29.3,0.0116041,6.011827,531400,29.21,30.5,30.5
UAL,20100719,21.29,-0.005166773,4.490038,1.01044E+07,21.16,22.68,22.2
UAL,20120221,23.1,-0.0805195,6.477604,1.1698E+07,20.86,21.09,20.71
ETE,20160525,12.29,-0.09438567,8.507687,3.77325E+07,10.56,11.78,11.76
MRT,20081202,2.46,0.05691051,7.141724,46100,2.43,2.59,2.37
MRT,20100818,4.32,0.04398149,5.331616,431800,4.19,4.49,4.41
XCO,20070330,248.55,0.0006034757,3.572599,507300,246.9,252.6,245.25
XCO,20081222,131.1,-0.09839823,6.755284,5885300,112.05,121.2,118.5
XCO,20090311,133.8,-0.08744398,5.612535,4446900,115.5,132.75,133.2
XCO,20130418,102.3,0.06304982,6.142791,6397000,106.2,109.05,108.15
XCO,20140922,66,-0.08636365,7.797312,6208400,58.5,61.05,59.1
XCO,20141105,44.55,0.01010103,5.004556,4364200,42.9,49.2,48.3
XCO,20151127,17.4,-0.03448278,6.31986,1601000,16.95,19.05,18.15
XCO,20151224,18.45,-0.08130081,8.639326,1687400,16.8,18.3,17.7
XCO,20160310,24.3,-0.08024687,6.255108,4405100,22.65,23.25,19.5
XCO,20170125,12.45,-0.0240964,5.889777,1629600,12,12.45,10.5
XCO,20170203,10.05,0.0447761,5.779273,2444700,9.9,10.5,9.6
XCO,20170310,9.6,-0.04687508,7.849827,2920400,9.3,9.9,8.85
XCO,20170711,2.23,-0.05829601,5.623189,426600,2.08,2.265,2.15
XCO,20170814,1.34,-0.02238813,11.25826,570300,1.11,1.16,1
TSI,20080929,3.08,-0.09090909,7.867791,172700,2.65,3,2.99
AVD,20090710,10.07,-0.04071498,7.233576,185000,9.39,9.95,9.96
AVD,20100928,6.66,-0.03453454,5.57934,128400,6.34,6.63,6.22
SSI,20081204,5.22,0.009578581,7.560357,601900,4.69,6.59,6.43
SSI,20170522,2.46,-0.04065046,6.270688,932500,2.35,2.44,2.32
BMA,20121129,14.28,0.08333337,5.425396,157400,14.8,15.31,15.14
BMA,20130429,17.25,-0.08347823,7.376829,120300,15.56,15.8,15.69
BMA,20131014,25.5,0.06705879,7.330667,167100,26.95,27.7,26.99
BMA,20140603,32.07,0.05488002,5.254674,626900,33.25,35.25,35.4
BMA,20140714,45.76,0.0034965,7.818199,585400,42.17,43.13,43.21
BMA,20140722,43.56,-0.005280063,5.117942,272000,41.53,45.28,43.2
PYS,20091028,17.53,-0.051911,5.666978,15500,15.12,16.98,16.99
BTE,20151009,5.27,-0.09677415,6.056678,3495500,4.35,4.95,4.57
BTE,20151231,2.95,0.09830507,5.547502,4129100,3.1,3.28,2.98
BTE,20160120,1.27,0.05511815,11.73275,3684300,1.32,2.08,1.91
FHY,20080821,28.53,-0.03995799,5.972821,37200,27.15,27.3,27.06
HST,20081015,9.2,-0.09456521,8.40019,1.11682E+07,8,9.45,9.29
HST,20090121,5.85,0.07521369,5.978023,2.01054E+07,5.71,5.96,5.63
GJS,20080708,16.78,0.0780691,6.274232,140900,18.08,18.72,18.59
DK,20060620,13.75,0.01818182,4.796025,113900,14.08,14.91,14.5
DK,20070927,27.87,-0.06099751,5.700068,726900,24.7,25.95,25.66
DK,20081020,5.09,-0.01768176,5.426132,261100,4.85,5.15,4.84
DK,20081209,4.6,0.08478258,5.888469,464400,4.96,5.4,4.91
DK,20110310,10.8,0.0722222,5.932824,400500,10.74,13.35,12.5
VG,20070425,3.63,-0.08539949,7.144603,9400900,3.28,3.39,3.11
VG,20090407,0.45,-0.06666667,8.51052,7234600,0.35,0.41,0.42
VG,20100304,1.48,0.00675675,4.586165,4937500,1.48,1.52,1.49
VG,20100504,1.68,-0.05952375,7.275718,3910700,1.62,1.74,1.6
VG,20101108,2.31,0.05627711,5.309569,3920700,2.42,2.49,2.44
VG,20110105,2.44,0.07786887,7.559059,1.52354E+07,2.59,2.78,2.75
VG,20120213,3.14,-0.06369428,6.391631,3342400,2.71,2.5,2.44
VG,20160815,5.61,0.08021387,5.506803,7598500,5.9,5.95,6.31
MWA,20090330,3.29,-0.0273556,9.047832,8304700,3.01,3.41,3.46
GJT,20060926,21.96,0.02003646,7.839481,13700,22.15,22.35,22.02
GS-D,20081120,9.91,-0.02219983,6.904438,54700,8.14,11.8,11
HLX,20160224,3.43,0.05247808,7.643029,2126100,3.1,3.73,3.61
GEO,20080919,16.5867,-0.03778331,6.846836,1819300,14.8667,15.1533,14.6133
WNS,20090407,6.95,0.06043167,6.214419,45900,7.48,9.8,8.76
WNS,20101022,9.38,0.03944562,6.578478,24900,9.44,10.86,10.25
WNS,20101206,12.7,-0.07637797,7.429446,76300,11.47,11.45,11.37
SCA,20080211,2,0.02499998,8.93529,1065200,1.75,2.07,1.88
SCA,20080414,0.56,-0.07142861,11.50895,501200,0.48,0.56,0.54
SCA,20080616,0.52,-0.09615382,6.585283,366800,0.45,0.5,0.4
SCA,20080911,2.4,0.02499997,6.854014,1871500,2.3,2.55,2.14
BGH,20070628,30.55,0.03895256,5.973395,97600,30.95,32.88,32
AYR,20081010,5.98,0.04682278,5.318468,1323800,6.53,8.43,7.9
AYR,20081121,3.44,0.08139534,6.672849,804100,3.76,4.35,4.09
EVR,20090205,11.3,0.06371684,7.017379,159400,11.86,12.95,12.63
BIG,20061116,24.45,-0.05521474,8.953027,1.34072E+07,21.7,22.63,22.42
MED,20061204,14,0.02642856,5.427007,1250300,13.96,14.7,14.7
MED,20061228,12.36,0.06877026,5.704492,725700,12.51,12.97,12.2
MED,20080916,7.94,0.007556668,6.675907,205300,7.43,7.68,7.35
MED,20100505,31.11,-0.02925104,7.282453,2131600,27.6,33.25,33.6
MED,20140808,28.8,-0.09201388,6.701323,726600,26.19,27.03,26.4
STI-A,20090302,7.5,0.02000001,9.828744,1114400,7.25,8.17,7
STI-A,20090326,9.26,0.06695463,7.335931,11600,9.1,9.49,8.95
DAC,20090918,6.32,-0.05854436,5.448409,997300,5.37,5.77,5.03
DAC,20120906,3.39,-0.04129796,6.181898,81300,3.19,3.34,3.3
DAC,20130109,3.21,0.09657319,9.914691,65500,3.2,3.48,3.36
DAC,20140103,5.16,0.06395347,6.508925,152200,5.49,6.55,6.3
DAC,20140421,6.12,0.01307188,6.119425,31800,5.83,5.9,5.75
DAC,20141216,5.91,-0.02707273,5.757419,40300,5.36,5.62,5.6
EGY,20081017,4.67,-0.02355463,7.380291,945500,4.75,5.48,4.99
EGY,20110810,5.68,0.06866203,7.951111,1661800,6.17,6.94,6.69
EGY,20131206,6.1,0.05737703,9.061134,1979200,6.2,6.44,6.32
EGY,20141103,7.4,-0.04729728,5.598896,1563100,6.71,7.25,6.93
EGY,20150916,1.63,0.06134971,5.311193,635600,1.78,2.05,2
EGY,20160727,0.9,-0.0555555,6.333557,400100,0.83,0.91,0.85
SXE,20070409,15.47,-0.04848093,5.453777,32500,14.7,15.03,14.57
SXE,20150106,14.7,-0.09727887,5.817375,208000,12.21,12.96,12.84
SXE,20150921,5.62,0.02135229,6.681741,54100,5.32,5.76,5.65
SXE,20160921,1.48,-0.027027,10.71839,460300,1.42,1.6,1.55
SXE,20170104,1.46,0.02739723,7.487051,862500,1.49,1.79,1.85
SXE,20170719,2.77,0.05776177,5.515443,137300,2.84,3,2.95
GJV,20081010,12.05,0.003319499,4.663898,1700,12,16.75,16.5
QTM,20090310,3.2,-0.075,7.63048,1427700,2.64,3.12,2.96
QTM,20090417,9.92,0.01612902,5.536845,1.12178E+07,9.6,10.72,10.56
QTM,20100824,10.4,0.0846154,9.436891,3754600,10.48,11.52,10.88
QTM,20120719,10.16,0.05511815,6.983971,3686400,10.16,10.08,10
QTM,20151216,6.08,-0.07894737,6.555585,1.94763E+07,5.6,6.96,6.08
QTM,20160418,4,-0.04000002,6.882432,2210500,3.68,4.56,3.84
QTM,20160422,3.68,0.02173911,5.233319,877000,3.6,3.84,3.84
QTM,20170511,8.5,-0.0423529,6.07919,933900,7.88,8.42,8.12
QTM,20171114,4.36,-0.02064224,5.865517,752700,4.11,4.69,4.375
HTZ,20070816,87.32,-0.01832339,6.049431,2367900,79.44,88,86.36
HTZ,20090512,34.04,-0.09753236,6.143781,1319000,27.12,30.2,28.44
HTZ,20091027,42.52,-0.04515527,6.426974,9951600,36.28,38.44,39.6
KBR,20070504,21.95,-0.0059226,4.952404,6726600,21.4,22.4,22.45
SBH,20081008,6.19,0.03554116,8.992689,2919100,6.45,8.02,7.31
DHG,20081014,5.82,-0.07560138,8.560793,424400,5.08,5.29,5.16
NOA,20081024,2.8,-0.05357138,7.704467,611300,2.47,2.8,2.5
NOA,20081107,4.02,-0.01492536,7.180595,556800,3.59,3.65,3.24
NOA,20120307,4.93,-0.07505069,5.77568,216100,4.47,5.03,5
NOA,20130111,3.42,0.01754384,4.91288,108800,3.37,3.49,3.46
NOA,20150921,2.07,0.03864742,5.317132,21700,2.1,2.28,2.15
JBR,20130925,16.11,-0.05027935,6.565854,33200,14.09,16.2,15.5
JBR,20171027,11.45,0.005240211,8.253017,14300,10.85,11.12,11.03
CFC-B,20071121,11.51,0.01476977,5.612561,487400,11.65,12.32,10.8
CFC-B,20090226,9.36,0.0641026,6.960002,431000,9.28,10,8.02
AEB,20080923,10.34,-0.08220506,11.67174,25700,9.21,9.99,9.69
PVG,20081215,13.2,-0.09090908,5.851429,49100,11.7,13.2,12.49
PVG,20130307,7.91,0.02528443,5.520331,526900,7.75,7.9,7.68
PVG,20130418,5.53,0.05786613,6.355494,432100,5.72,6.42,6.47
PVG,20170227,10.85,-0.09769589,6.419025,4729500,9.95,10.41,10.1
ANW,20070830,19.82,0.07971746,6.005724,149500,21.81,23.39,23.5
ANW,20071026,39.5,0.05493666,6.67514,1258100,39.52,41.65,40.71
ANW,20170601,4.65,0.0752688,10.11339,3148900,5.4,6.33,5.85
UA,20071030,7.5138,0.05988977,6.713852,1.75221E+07,7.4338,7.5488,7.3313
EPR-C,20170811,26.65,0.0007504862,5.347076,12300,26.76,27.13,26.87
SE,20171025,15.1,-0.09072853,6.843379,4408100,13.81,14.13,13.98
ZB-A,20090220,6.2,0.04838713,6.728379,19300,6.07,7.3,7
MVO,20070119,21.5,0.04046515,7.881729,1402200,22,24.5,24.05
MVO,20141218,15.88,-0.04722922,10.48635,261300,15.21,16.69,15.22
MVO,20170405,6.3,0.08730154,5.58125,160100,6.86,7.2,7.25
HF,20070809,12.4,-0.04435478,5.348947,264500,11,12.7,11.72
HF,20080129,6.22,0.05144697,7.836337,176700,6.55,6.9,6.8
HF,20081217,2.4,-0.04166672,12.10511,84400,2.2,2.58,2.2
FIG,20070309,28.43,-0.05416816,5.530747,1724500,25.77,25.97,24
FIG,20070618,24,0.06541666,5.313483,2988500,25.55,27.7,26.61
FIG,20081121,2.22,-0.07207211,7.909789,1048600,2.09,2.43,2.4
FIG,20090331,2.32,0.08189658,6.902645,2366300,2.37,2.96,2.8
FIG,20090708,3,-0.09333333,5.530728,4310100,2.75,2.83,2.94
FIG,20090805,4.59,0.05664482,8.921497,1.61757E+07,4.92,5.51,5.31
FIG,20110301,6.88,-0.09156978,6.729412,5945400,5.98,6.48,6.39
NM,20070725,14.63,-0.0403281,6.456607,2027400,12.41,13.48,13.12
NM,20070815,10.95,-0.03196342,6.865955,1712200,9.43,11.5,11.15
NM,20150108,4,0.09249997,5.500063,1436100,4.1,4.21,4.26
NM,20160108,1.09,-0.09174314,5.509441,2224200,0.74,0.88,0.77
NM,20160520,0.77,-0.06493501,6.591033,1477500,0.68,0.73,0.71
NM,20161118,1.7,-0.01176476,5.921265,2017300,1.61,1.81,1.43
NM,20170417,1.78,0.08988769,7.857194,1174000,1.84,1.94,1.8
NM,20170712,1.26,0.031746,5.411746,970800,1.2,1.25,1.2
NM,20171115,1.35,-0.06666669,5.764293,1438100,1.24,1.44,1.48
UFS,20080422,39.8376,-0.07970363,6.834759,1.44643E+07,35.2224,38.0376,37.1376
GFA,20070321,13.4,0.03619407,7.479956,1299100,13.625,13.71,13.62
GFA,20070815,13.02,-0.004224294,5.331629,802600,10.335,13.35,13.5
GFA,20120810,3.22,0.08695651,8.034723,7103000,3.33,3.44,3.26
GFA,20131230,3.38,-0.05621303,8.291446,1342000,3.1,2.94,2.92
HJV,20081010,8.81,0.02156635,12.92367,35900,9.25,14.12,13.85
HJV,20090811,19.43,0.01080798,4.496715,11600,19.09,19.12,19.11
HJV,20131122,16.35,-0.006116231,5.287726,4900,16.01,16.85,16.99
NS,20081006,41.41,-0.08162282,5.734634,522300,34.44,34.7,32.99
GNK,20121221,34.8,0.04022993,5.804606,1400800,35.3,37,36.1
GNK,20130920,44.7,-0.04697992,5.638992,3464300,41.1,47,46.4
GNK,20131007,34.6,-0.02601149,5.450231,2537300,31.2,32.2,32.2
GNK,20140306,18.3,-0.08743162,10.47376,2273500,16.3,17,16.6
GNK,20140318,14.5,0.08965518,6.455822,1899200,15.4,18.6,15.7
GNK,20151105,21.6,-0.07870374,8.741776,1507700,19.2,19.5,17.3
GNK,20160125,12.1,-0.0578513,7.084741,132800,9.6,10.3,10
GNK,20160407,5.3,0.05660372,10.11315,182100,5.2,6.3,6.4
GNK,20160711,6.09,-0.01149428,5.592667,66800,6.25,7,6.69
GNK,20161101,6.54,-0.09938839,6.001318,142300,5.52,5.87,5.56
AFC,20110810,20.85,0.0508393,7.719851,20800,21.84,22.6,22.34
EDN,20120409,3.65,-0.01917813,6.123749,15600,3.15,3.7,3.67
EDN,20130318,2.4,-0.04166672,5.133786,4700,2.12,2.36,2.3
EDN,20131220,5.7,0.04210531,8.419436,136600,5.63,6.05,6.1
ATV,20071002,21.5,-0.02651161,6.147191,444400,19.1,20,18.85
ATV,20080118,7.55,-0.08344372,9.263468,146800,6.26,7.62,7.04
ATV,20081202,2.15,-0.03255822,9.074981,70500,2.1,3,2.83
ATV,20110304,4.65,-0.0602151,5.34866,29000,4.35,4.68,4.61
ATV,20120824,3.29,-0.05167175,13.09134,16500,2.78,3.25,2.72
ATV,20121219,2.2,0.01363635,6.705548,8800,2.32,2.21,2.71
ATV,20121226,2.69,-0.07806693,8.373355,16500,2.42,2.43,2.34
ATV,20130717,2.3,-0.01739129,4.86467,1100,2.29,2.4,2.38
ATV,20131210,1.6,0.04374996,7.771603,24600,1.53,1.74,1.8
ATV,20131216,1.76,-0.07386363,9.125443,27000,1.51,1.65,1.53
ATV,20140911,2.11,-0.01895733,7.052921,30400,2.05,2.18,2.11
ATV,20150601,1.47,-0.08843537,9.071082,10800,1.22,1.33,1.39
ATV,20150730,1.08,0.0185185,5.912713,15100,1.01,1.02,1.01
ATV,20151204,7.88,0.07614206,12.93285,1337000,7,10.56,9.57
DAL,20080711,4.91,0.004073316,4.768231,1.45654E+07,4.64,4.95,4.76
DAL,20080820,8.26,0.001210681,3.931483,1.84963E+07,7.42,8.85,8.51
ACM,20080122,21.85,0.09382147,6.020308,812700,22.6,25.75,24.03
JMP,20081010,4.43,0.03611746,5.078978,93800,4.9,5.29,4.91
CLR,20080708,31.945,0.02300831,4.866081,3092500,31.905,39.96,39.53
CLR,20081014,13.895,-0.09247936,8.263898,2323000,10.335,11.66,11.055
CLR,20121108,37.1,-0.05862532,5.592705,2923200,34.265,35.42,34.815
